ENTREZID	GENETITLE	SYMBOL	CHR_Mapping	BP_Mapping	process_jetset_score	specificity_jetset_score	coverage_jetset_score	robust_jetset_score	overall_jetset_score	top_probe_indicator
51316	placenta specific 8	PLAC8	4	83102273.67	958	0.909090909	1	0.202300978	0.18390998	1
27235	coenzyme Q2, polyprenyltransferase	COQ2	4	83274368.5	204	0.909090909	0.266666667	0.711568459	0.172501445	1
10855	heparanase	HPSE	4	83313704.5	364	0.909090909	1	0.544889213	0.49535383	1
113510	helicase, POLQ-like	HELQ	4	83442743.25	402	0.818181818	0.647058824	0.511422636	0.27075316	1
51023	mitochondrial ribosomal protein S18C	MRPS18C	4	83458827	221	0.909090909	1	0.69167394	0.628794491	1
84142	family with sequence similarity 175 member A	FAM175A	4	83473048.75	527	0.909090909	0.6	0.415170462	0.226456615	1
84803	glycerol-3-phosphate acyltransferase 3	GPAT3	4	83570992.83	420	1	1	0.496295391	0.496295391	1
4825	NK6 homeobox 1	NKX6-1	4	84495758	310	0.909090909	1	0.596248531	0.542044119	1
1040	CDP-diacylglycerol synthase 1	CDS1	4	84617121.5	295	1	1	0.611355385	0.611355385	1
23001	WD repeat and FYVE domain containing 3	WDFY3	4	84817965	503	0.909090909	0.777777778	0.43212831	0.305545269	1
404201	WDFY3 antisense RNA 2	WDFY3-AS2	4	84986916	825	0.909090909	0.5	0.252549728	0.114795331	1
83478	Rho GTPase activating protein 24	ARHGAP24	4	85877833.88	289	0.909090909	0.714285714	0.61750476	0.400977117	1
101929064	uncharacterized LOC101929064	LOC101929064	4	86169865.5	270	1	1	0.63738882	0.63738882	1
5602	mitogen-activated protein kinase 10	MAPK10	4	86198505.38	194	1	0.12962963	0.723537374	0.093791882	1
5783	protein tyrosine phosphatase, non-receptor type 13	PTPN13	4	86704744.5	387	0.909090909	1	0.524380298	0.476709362	1
132989	chromosome 4 open reading frame 36	C4orf36	4	86884313	1285	1	1	0.117249238	0.117249238	1
4299	AF4/FMR2 family member 1	AFF1	4	87062025	331	0.818181818	0.909090909	0.575724	0.428224463	1
57563	kelch like family member 8	KLHL8	4	87190270.5	714.5	0.909090909	1	0.30366602	0.276060019	1
51170	hydroxysteroid 17-beta dehydrogenase 11	HSD17B11	4	87363913.5	368	0.818181818	0.5	0.541265689	0.221426873	1
53343	nudix hydrolase 9	NUDT9	4	87441019.75	1414	0.909090909	0.8	0.094549408	0.068763206	1
8404	SPARC like 1	SPARCL1	4	87501416	410	0.818181818	1	0.504643312	0.412889983	1
1834	dentin sialophosphoprotein	DSPP	4	87612700.5	830.5	0.909090909	1	0.250243353	0.227493957	1
1758	dentin matrix acidic phosphoprotein 1	DMP1	4	87657330.5	298	0.909090909	1	0.608303699	0.553003363	1
3381	integrin binding sialoprotein	IBSP	4	87805999	258	1	1	0.650275778	0.650275778	1
56955	matrix extracellular phosphoglycoprotein	MEPE	4	87838252.5	364	0.909090909	1	0.544889213	0.49535383	1
6696	secreted phosphoprotein 1	SPP1	4	87979530	666.5	0.909090909	1	0.328979428	0.299072208	1
5311	polycystin 2, transient receptor potential cation channel	PKD2	4	88042712.5	422	0.818181818	1	0.494642452	0.404707461	1
9429	ATP binding cassette subfamily G member 2 (Junior blood group)	ABCG2	4	88142676.75	2209	0.909090909	0.625	0.025103748	0.014263493	1
152926	protein phosphatase, Mg2+/Mn2+ dependent 1K	PPM1K	4	88271219.5	337	1	0.875	0.569990695	0.498741858	1
105369192	uncharacterized LOC105369192	LOC105369192	4	88310734	261	0.727272727	0.666666667	0.647029815	0.313711426	1
55008	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	HERC6	4	88410917.5	214	0.818181818	0.666666667	0.699797536	0.381707747	1
51191	HECT and RLD domain containing E3 ubiquitin protein ligase 5	HERC5	4	88481642	306	0.818181818	1	0.600240139	0.491105568	1
8916	HECT and RLD domain containing E3 ubiquitin protein ligase 3	HERC3	4	88637705	1108	1	0.75	0.157519303	0.118139477	1
266812	nucleosome assembly protein 1 like 5	NAP1L5	4	88697073.5	137	0.818181818	1	0.795707341	0.651033279	1
285512	FAM13A antisense RNA 1	FAM13A-AS1	4	88719945.5	1623	0.909090909	1	0.066719589	0.060654172	1
10144	family with sequence similarity 13 member A	FAM13A	4	88833115.5	722	0.909090909	1	0.299890693	0.272627903	1
166815	tigger transposable element derived 2	TIGD2	4	89113858.5	203	0.909090909	1	0.712756386	0.647960351	1
285513	GPRIN family member 3	GPRIN3	4	89276143.5	237	1	0.8	0.673458076	0.538766461	1
6622	synuclein alpha	SNCA	4	89780794.17	227	1	0.333333333	0.684785956	0.228261985	1
22915	multimerin 1	MMRN1	4	89924764.5	1187	0.818181818	1	0.138071477	0.112967572	1
401145	coiled-coil serine rich protein 1	CCSER1	4	90686696	397.5	0.909090909	0.181818182	0.51527595	0.085169578	1
2895	glutamate ionotropic receptor delta type subunit 2	GRID2	4	93039476.5	2726	1	0.733333333	0.010597643	0.007771605	1
474	atonal bHLH transcription factor 1	ATOH1	4	93829458.5	417	0.909090909	1	0.498785163	0.453441057	1
101929210	uncharacterized LOC101929210	LOC101929210	4	94162687.5	247.5	0.909090909	1	0.661765423	0.60160493	1
56916	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	SMARCAD1	4	94255249.38	726.5	0.727272727	0.8	0.297648064	0.173177055	1
27306	hematopoietic prostaglandin D synthase	HPGDS	4	94320715.5	825	1	1	0.252549728	0.252549728	1
10611	PDZ and LIM domain 5	PDLIM5	4	94511533.83	321	1	0.80952381	0.585407947	0.473901671	1
658	bone morphogenetic protein receptor type 1B	BMPR1B	4	95066396.88	342	0.909090909	1	0.565256579	0.513869617	1
8633	unc-5 netrin receptor C	UNC5C	4	95355857	366	0.909090909	1	0.543074429	0.493704026	1
5161	pyruvate dehydrogenase (lipoamide) alpha 2	PDHA2	4	95840780.5	298	0.818181818	1	0.608303699	0.497703027	1
285555	sperm tail PG-rich repeat containing 2	STPG2	4	97851056.5	409	1	1	0.505485789	0.505485789	1
5910	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	4	98352618	1528	1	1	0.078176104	0.078176104	1
10098	tetraspanin 5	TSPAN5	4	98564513.5	456	0.818181818	1	0.467370003	0.382393639	1
1977	eukaryotic translation initiation factor 4E	EIF4E	4	98900773.75	216	1	0.8	0.697466822	0.557973457	1
23173	methionyl aminopeptidase 1	METAP1	4	99029222.5	430	1	1	0.488085564	0.488085564	1
128	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH5	4	99079883	635	0.545454545	1	0.346727448	0.189124063	1
127	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH4	4	99133977	738	1	1	0.291992798	0.291992798	1
130	alcohol dehydrogenase 6 (class V)	ADH6	4	99211462.5	256	1	0.75	0.652448795	0.489336596	1
124	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1A	4	99283696.5	273	0.636363636	0.5	0.634207185	0.201793195	1
125	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH1B	4	99313914	527	1	1	0.415170462	0.415170462	1
126	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH1C	4	99344768	307.5	0.454545455	1	0.598740164	0.27215462	1
131	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH7	4	99423791	826	0.818181818	1	0.252128812	0.206287209	1
84103	chromosome 4 open reading frame 17	C4orf17	4	99526653	296	0.909090909	0.5	0.610336459	0.277425663	1
93587	tRNA methyltransferase 10A	TRMT10A	4	99555284.25	139	0.909090909	1	0.793057194	0.720961085	1
4547	microsomal triglyceride transfer protein	MTTP	4	99594037	359	1	1	0.549452748	0.549452748	1
27071	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	DAPP1	4	99843508.25	311	0.363636364	0.625	0.595254783	0.135285178	1
8649	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	LAMTOR3	4	99886441.5	465	0.727272727	1	0.460406008	0.334840733	1
79982	DnaJ heat shock protein family (Hsp40) member B14	DNAJB14	4	99928346	392	1	0.3	0.520025004	0.156007501	1
3015	H2A histone family member Z	H2AFZ	4	99949220.5	277	1	1	0.629989695	0.629989695	1
115265	DNA damage inducible transcript 4 like	DDIT4L	4	100188183.5	354	0.818181818	1	0.554054504	0.453317322	1
51705	endomucin	EMCN	4	100456716.5	364	1	0.5	0.544889213	0.272444606	1
5530	protein phosphatase 3 catalytic subunit alpha	PPP3CA	4	101185450	405	1	1	0.508869782	0.508869782	1
90024	uncharacterized LOC90024	FLJ20021	4	101348329.5	219	0.909090909	1	0.693985297	0.630895724	1
55024	B-cell scaffold protein with ankyrin repeats 1	BANK1	4	101938513.8	452	1	1	0.470498829	0.470498829	1
64116	solute carrier family 39 member 8	SLC39A8	4	102299535.4	349.5	0.727272727	0.7	0.558229028	0.284189323	1
105377621	uncharacterized LOC105377621	LOC105377621	4	102460543.5	275	1	1	0.632094922	0.632094922	1
4790	nuclear factor kappa B subunit 1	NFKB1	4	102559457.3	877	0.818181818	1	0.231566989	0.1894639	1
4126	mannosidase beta	MANBA	4	102696239.5	350	0.909090909	1	0.557763643	0.507057857	1
102723704	uncharacterized LOC102723704	LOC102723704	4	102788305.5	301	0.818181818	1	0.605267247	0.495218657	1
7323	ubiquitin conjugating enzyme E2 D3	UBE2D3	4	102814325.8	260	0.818181818	0.909090909	0.648109999	0.482065288	1
105377348	uncharacterized LOC105377348	LOC105377348	4	102836394.8	592	1	1	0.372510593	0.372510593	1
493856	CDGSH iron sulfur domain 2	CISD2	4	102880891.5	244	0.909090909	1	0.665640241	0.605127492	1
150159	solute carrier family 9 member B1	SLC9B1	4	102956363	514	1	1	0.424271648	0.424271648	1
133308	solute carrier family 9 member B2	SLC9B2	4	103051281	459	1	0.8	0.465037045	0.372029636	1
56898	3-hydroxybutyrate dehydrogenase, type 2	BDH2	4	103088745.5	251.5	0.909090909	0.571428571	0.65736467	0.34148814	1
1062	centromere protein E	CENPE	4	103152107	484	1	1	0.446043126	0.446043126	1
6870	tachykinin receptor 3	TACR3	4	103654641.5	356	0.909090909	1	0.552209195	0.502008359	1
80319	CXXC finger protein 4	CXXC4	4	104481603	915	0.818181818	1	0.217344365	0.177827208	1
54790	tet methylcytosine dioxygenase 2	TET2	4	105203783	359	0.909090909	0.454545455	0.549452748	0.22704659	1
27068	pyrophosphatase (inorganic) 2	PPA2	4	105421573	768	0.818181818	0.571428571	0.277740556	0.129852727	1
54848	Rho guanine nucleotide exchange factor 38	ARHGEF38	4	105604457.8	345	0.909090909	0.090909091	0.562435004	0.046482232	1
57117	integrator complex subunit 12	INTS12	4	105695675.5	373.5	0.909090909	1	0.536322657	0.487566052	1
79807	glutathione S-transferase C-terminal domain containing	GSTCD	4	105778761.3	562	0.818181818	0.857142857	0.391625955	0.274646774	1
101929529	uncharacterized LOC101929529	LOC101929529	4	105821158	147	0.727272727	1	0.782544575	0.569123327	1
255743	nephronectin	NPNT	4	105933555	409	1	0.928571429	0.505485789	0.469379661	1
93627	TBC1 domain containing kinase	TBCK	4	106180400.5	2086	0.909090909	0.692307692	0.03082075	0.019397675	1
9255	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	AIMP1	4	106332580.3	322	0.909090909	1	0.584432267	0.531302061	1
27123	dickkopf WNT signaling pathway inhibitor 2	DKK2	4	106979048.5	396	0.909090909	1	0.516566828	0.469606208	1
9061	3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPSS1	4	107666964	569	0.909090909	1	0.387079767	0.351890697	1
166929	sphingomyelin synthase 2	SGMS2	4	107886980.3	322	0.909090909	1	0.584432267	0.531302061	1
113612	cytochrome P450 family 2 subfamily U member 1	CYP2U1	4	107942508.5	218	1	1	0.69514387	0.69514387	1
3033	hydroxyacyl-CoA dehydrogenase	HADH	4	108016181.5	239	0.909090909	0.8	0.671215087	0.488156427	1
51176	lymphoid enhancer binding factor 1	LEF1	4	108107710.3	321	0.909090909	1	0.585407947	0.532189043	1
641518	LEF1 antisense RNA 1	LEF1-AS1	4	108173125.8	132	0.909090909	1	0.802371519	0.729428654	1
101929621	uncharacterized LOC101929621	LOC101929621	4	108558812	355	1	1	0.55313108	0.55313108	1
285456	RPL34 antisense RNA 1 (head to head)	RPL34-AS1	4	108579323	216	1	0.5	0.697466822	0.348733411	1
6164	ribosomal protein L34	RPL34	4	108623999.6	299	0.636363636	1	0.60728986	0.386457184	1
64850	ethanolamine-phosphate phospho-lyase	ETNPPL	4	108752562	435	1	0.666666667	0.484031719	0.322687813	1
84570	collagen type XXV alpha 1 chain	COL25A1	4	109059903	206	1	0.142857143	0.70919854	0.101314077	1
100533182	SEC24B antisense RNA 1	SEC24B-AS1	4	109431889.5	372	1	1	0.537666262	0.537666262	1
10427	SEC24 homolog B, COPII coat complex component	SEC24B	4	109487086.5	411	1	1	0.50380224	0.50380224	1
55013	mitochondrial calcium uniporter dominant negative beta subunit	MCUB	4	109623957	812.5	1	1	0.257870852	0.257870852	1
839	caspase 6	CASP6	4	109696050.5	301	0.454545455	1	0.605267247	0.275121476	1
81579	phospholipase A2 group XIIA	PLA2G12A	4	109720037	249	1	1	0.660111699	0.660111699	1
3426	complement factor I	CFI	4	109771458	285	0.818181818	0.4	0.621638669	0.203445382	1
54433	GAR1 ribonucleoprotein	GAR1	4	109820123	316	0.909090909	1	0.590310834	0.536646213	1
10692	retinal pigment epithelium-derived rhodopsin homolog	RRH	4	109836349	636	0.909090909	1	0.346149569	0.314681427	1
1950	epidermal growth factor	EGF	4	109962981	1111	0.818181818	0.722222222	0.156733019	0.092614966	1
79071	ELOVL fatty acid elongase 6	ELOVL6	4	110123855.8	145	1	1	0.785159592	0.785159592	1
2028	glutamyl aminopeptidase	ENPEP	4	110519704.5	906	0.909090909	1	0.220631866	0.200574423	1
5308	paired like homeodomain 2	PITX2	4	110625016.8	264	0.909090909	1	0.643800055	0.585272777	1
132720	chromosome 4 open reading frame 32	C4orf32	4	112167238.5	365.5	0.818181818	1	0.543527557	0.444704365	1
55435	adaptor related protein complex 1 associated regulatory protein	AP1AR	4	112252424.5	2240.5	0.909090909	1	0.023818756	0.021653415	1
92610	TRAF interacting protein with forkhead associated domain	TIFA	4	112280764	1791	1	1	0.050413803	0.050413803	1
80216	alpha kinase 1	ALPK1	4	112369975	467	0.818181818	1	0.458872601	0.375441219	1
63973	neurogenin 2	NEUROG2	4	112514843.5	1713	0.909090909	1	0.057418897	0.052198997	1
55345	zinc finger GRF-type containing 1	ZGRF1	4	112588163.5	359	0.909090909	0.8	0.549452748	0.399601999	1
51574	La ribonucleoprotein domain family member 7	LARP7	4	112647400.5	604	1	1	0.365128297	0.365128297	1
287	ankyrin 2	ANK2	4	113158797.5	396	0.909090909	1	0.516566828	0.469606208	1
817	calcium/calmodulin dependent protein kinase II delta	CAMK2D	4	113658078.8	367	1	0.854166667	0.542169305	0.463102948	1
79642	arylsulfatase family member J	ARSJ	4	113940002.5	1375	0.727272727	1	0.100904726	0.073385255	1
7368	UDP glycosyltransferase 8	UGT8	4	114642454.3	558	1	1	0.39424771	0.39424771	1
64579	N-deacetylase and N-sulfotransferase 4	NDST4	4	114970824	3928	0.909090909	1	0.001427075	0.001297341	1
133022	translocation associated membrane protein 1-like 1	TRAM1L1	4	117084566.5	348	0.909090909	1	0.559627513	0.508752285	1
9348	N-deacetylase and N-sulfotransferase 3	NDST3	4	118146489	3334	0.909090909	0.833333333	0.003843767	0.002911945	1
100093630	small nucleolar RNA host gene 8	SNHG8	4	118279292	297	0.909090909	0.666666667	0.609319232	0.369284383	1
8492	protease, serine 12	PRSS12	4	118316402	451	0.636363636	0.333333333	0.471284303	0.099969398	1
101929741	uncharacterized LOC101929741	LOC101929741	4	118674714.5	461	1	1	0.463488214	0.463488214	1
57721	methyltransferase like 14	METTL14	4	118698819.5	351	1	1	0.556834037	0.556834037	1
9871	SEC24 homolog D, COPII coat complex component	SEC24D	4	118779509	421	0.727272727	1	0.495468232	0.360340533	1
171024	synaptopodin 2	SYNPO2	4	118964896.8	396	1	0.6	0.516566828	0.309940097	1
51778	myozenin 2	MYOZ2	4	119161786	318.5	0.909090909	0.5	0.587854279	0.26720649	1
101929762	uncharacterized LOC101929762	LOC101929762	4	119202708	297.5	0.818181818	1	0.608811254	0.498118299	1
54532	ubiquitin specific peptidase 53	USP53	4	119254072	298	1	0.933333333	0.608303699	0.56775012	1
401152	chromosome 4 open reading frame 3	C4orf3	4	119299523.5	877	1	1	0.231566989	0.231566989	1
2169	fatty acid binding protein 2	FABP2	4	119319705	409	0.818181818	1	0.505485789	0.413579282	1
645513	septin 7 pseudogene	LOC645513	4	119477187	114	0.272727273	0	0.826828063	0	1
8654	phosphodiesterase 5A	PDE5A	4	119561229.8	397	1	0.75	0.515705884	0.386779413	1
101927007	long intergenic non-protein coding RNA 1365	LINC01365	4	119801810	433	0.909090909	1	0.485649201	0.441499274	1
100996694	uncharacterized LOC100996694	LOC100996694	4	119951916	261	1	1	0.647029815	0.647029815	1
4085	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1	4	120063140.5	289	1	1	0.61750476	0.61750476	1
11107	PR/SET domain 5	PRDM5	4	120807389	387	1	0.409090909	0.524380298	0.214519213	1
79625	neuron derived neurotrophic factor	NDNF	4	121054072	440	1	1	0.480011545	0.480011545	1
79931	TNFAIP3 interacting protein 3	TNIP3	4	121167109.5	4831	0.909090909	1	0.000316438	0.000287671	1
84109	pyroglutamylated RFamide peptide receptor	QRFPR	4	121354833.5	843	0.818181818	0.5	0.245079621	0.100259845	1
308	annexin A5	ANXA5	4	121682494	417	1	0.5	0.498785163	0.249392582	1
132332	transmembrane protein 155	TMEM155	4	121761945.8	296	1	1	0.610336459	0.610336459	1
100192379	uncharacterized LOC100192379	PP12613	4	121765696	434	0.909090909	1	0.484839786	0.440763441	1
5393	exosome component 9	EXOSC9	4	121809168.5	509	0.909090909	1	0.427824992	0.388931811	1
890	cyclin A2	CCNA2	4	121820222	357	1	1	0.551288846	0.551288846	1
55212	Bardet-Biedl syndrome 7	BBS7	4	121848262	370	0.818181818	0.875	0.539462974	0.386206447	1
7222	transient receptor potential cation channel subfamily C member 3	TRPC3	4	121910730.3	494	1	1	0.438664582	0.438664582	1
84162	KIAA1109	KIAA1109	4	122266680.5	256	0.909090909	0.692307692	0.652448795	0.410632109	1
132612	adenosine deaminase domain containing 1	ADAD1	4	122404497	276	0.909090909	1	0.631041431	0.573674028	1
3558	interleukin 2	IL2	4	122453982.5	291	0.727272727	0.5	0.615448126	0.223799319	1
59067	interleukin 21	IL21	4	122616842	305.5	0.727272727	1	0.600740965	0.43690252	1
166379	Bardet-Biedl syndrome 12	BBS12	4	122738822	1216	1	1	0.131551426	0.131551426	1
2247	fibroblast growth factor 2	FGF2	4	122862471	355	0.818181818	1	0.55313108	0.452561793	1
11162	nudix hydrolase 6	NUDT6	4	122907724	386	0.909090909	1	0.525255724	0.477505204	1
166378	spermatogenesis associated 5	SPATA5	4	123048520.8	407.5	0.909090909	0.153846154	0.506752141	0.070874425	1
10252	sprouty RTK signaling antagonist 1	SPRY1	4	123400991.3	405	0.909090909	1	0.508869782	0.462608893	1
285419	long intergenic non-protein coding RNA 1091	LINC01091	4	123805746.3	316	0.909090909	0.5	0.590310834	0.268323106	1
57182	ankyrin repeat domain 50	ANKRD50	4	124688390.8	160	1	1	0.765757962	0.765757962	1
79633	FAT atypical cadherin 4	FAT4	4	125404671.5	444	0.909090909	1	0.476819459	0.433472235	1
27152	inturned planar cell polarity protein	INTU	4	127674855	415	0.909090909	0.583333333	0.500451946	0.265391183	1
83447	solute carrier family 25 member 31	SLC25A31	4	127752338	295	0.818181818	1	0.611355385	0.50019986	1
22824	heat shock protein family A (Hsp70) member 4 like	HSPA4L	4	127808294.8	1130	0.909090909	0.8	0.151843556	0.110431677	1
10733	polo like kinase 4	PLK4	4	127890136.8	375.5	1	1	0.534536405	0.534536405	1
256471	major facilitator superfamily domain containing 8	MFSD8	4	127941894	281	1	0.6875	0.625800252	0.430237673	1
80167	abhydrolase domain containing 18	ABHD18	4	128002483	292	0.909090909	0.176470588	0.614422379	0.098570435	1
55132	La ribonucleoprotein domain family member 1B	LARP1B	4	128104365.8	165	0.818181818	0.549019608	0.759397881	0.341119904	1
10424	progesterone receptor membrane component 2	PGRMC2	4	128279032.5	331	1	0.5	0.575724	0.287862	1
100507487	uncharacterized LOC100507487	LOC100507487	4	128473705.5	249	0.636363636	1	0.660111699	0.420071081	1
79960	jade family PHD finger 1	JADE1	4	128841141.9	300	0.818181818	0.818181818	0.60627771	0.405855327	1
132320	sodium channel and clathrin linker 1	SCLT1	4	129040100.3	258	1	0.588235294	0.650275778	0.382515164	1
132321	chromosome 4 open reading frame 33	C4orf33	4	129103793.8	562	1	0.428571429	0.391625955	0.167839695	1
101927282	uncharacterized LOC101927282	LOC101927282	4	129747824	410	0.818181818	1	0.504643312	0.412889983	1
101927305	uncharacterized LOC101927305	LOC101927305	4	131774013.8	177	0.090909091	0.5	0.744348376	0.033834017	1
101927359	uncharacterized LOC101927359	LOC101927359	4	133121488	355	0.818181818	1	0.55313108	0.452561793	1
57575	protocadherin 10	PCDH10	4	133161765.8	347	1	0.333333333	0.560561783	0.186853928	1
132430	poly(A) binding protein cytoplasmic 4 like	PABPC4L	4	134199040.5	265	0.909090909	0.222222222	0.642727055	0.129843849	1
729307	uncharacterized LOC729307	LOC729307	4	137196851.5	1939	1	1	0.039385296	0.039385296	1
54510	protocadherin 18	PCDH18	4	137525708.5	1089	0.909090909	0.75	0.162591529	0.11085786	1
641365	long intergenic non-protein coding RNA 616	LINC00616	4	138079053.5	375	0.909090909	1	0.534982409	0.486347645	1
641364	SLC7A11 antisense RNA 1	SLC7A11-AS1	4	138133595	385	1	1	0.526132612	0.526132612	1
23657	solute carrier family 7 member 11	SLC7A11	4	138203221	303.5	0.818181818	0.25	0.602748452	0.123289456	1
25819	nocturnin	NOCT	4	139030848.5	117	0.909090909	1	0.82270081	0.747909827	1
1998	E74 like ETS transcription factor 2	ELF2	4	139095633	316	0.909090909	0.952380952	0.590310834	0.511091631	1
84709	mitochondria localized glutamic acid rich protein	MGARP	4	139273250	335.5	0.909090909	1	0.571418646	0.519471497	1
4717	NADH:ubiquinone oxidoreductase subunit C1	NDUFC1	4	139295790.5	313	0.818181818	1	0.593272254	0.485404571	1
80155	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	NAA15	4	139346151	312.5	1	1	0.593767266	0.593767266	1
83452	RAB33B, member RAS oncogene family	RAB33B	4	139464860.5	248	0.727272727	1	0.661213721	0.480882706	1
80854	SET domain containing lysine methyltransferase 7	SETD7	4	139534142.7	364	1	0.4	0.544889213	0.217955685	1
4258	microsomal glutathione S-transferase 2	MGST2	4	139694132.8	691	0.727272727	1	0.315805912	0.229677027	1
55534	mastermind like transcriptional coactivator 3	MAML3	4	139935234.5	577	0.909090909	1	0.38194871	0.3472261	1
100129858	SCOC antisense RNA 1	SCOC-AS1	4	140328558.5	287	0.909090909	1	0.619568266	0.563243879	1
60592	short coiled-coil protein	SCOC	4	140355990	408	1	1	0.506329672	0.506329672	1
1047	calmegin	CLGN	4	140408056.5	306	0.909090909	1	0.600240139	0.545672853	1
152586	MGAT4 family member D	MGAT4D	4	140470875.5	1261	0.363636364	0	0.122038342	0	1
255520	ELMO domain containing 2	ELMOD2	4	140538963.5	398	0.818181818	0.285714286	0.514846374	0.120353698	1
7350	uncoupling protein 1	UCP1	4	140564350	800	0.909090909	1	0.26330409	0.239367354	1
644962	trinucleotide repeat containing 18 pseudogene 1	TNRC18P1	4	140642135	420	0.090909091	0	0.496295391	0	1
23158	TBC1 domain family member 9	TBC1D9	4	140688549	474	0.909090909	1	0.45354578	0.412314346	1
57484	ring finger protein 150	RNF150	4	140999516	215	0.818181818	0.833333333	0.698631207	0.476339459	1
27309	zinc finger protein 330	ZNF330	4	141227791	553	1	1	0.397549598	0.397549598	1
3600	interleukin 15	IL15	4	141685291	1033	0.909090909	0.75	0.17851137	0.121712297	1
8821	inositol polyphosphate-4-phosphatase type II B	INPP4B	4	142436296	329	0.909090909	0.230769231	0.577647888	0.121184872	1
84640	ubiquitin specific peptidase 38	USP38	4	143202317.3	386	1	0.75	0.525255724	0.393941793	1
2549	GRB2 associated binding protein 1	GAB1	4	143405697	190	0.909090909	1	0.728381122	0.662164656	1
8467	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5	4	143535475.5	1828	0.818181818	1	0.04739643	0.038778897	1
441046	glucuronidase, beta pseudogene 5	GUSBP5	4	143560465.5	273	1	0.5	0.634207185	0.317103592	1
166752	FRAS1 related extracellular matrix 3	FREM3	4	143639041	244	0.818181818	1	0.665640241	0.544614743	1
105377458	uncharacterized LOC105377458	LOC105377458	4	143823570.5	301	0.909090909	1	0.605267247	0.550242952	1
2996	glycophorin E (MNS blood group)	GYPE	4	143889326.3	483	0.636363636	1	0.446787772	0.284319491	1
101927636	uncharacterized LOC101927636	LOC101927636	4	143947391	491	0.181818182	1	0.440865236	0.080157316	1
2994	glycophorin B (MNS blood group)	GYPB	4	144007724	245	0.272727273	1	0.664530841	0.181235684	1
2993	glycophorin A (MNS blood group)	GYPA	4	144125044	368.5	0.818181818	1	0.540814446	0.442484547	1
646576	HHIP antisense RNA 1	HHIP-AS1	4	144644467	406	1	1	0.508021666	0.508021666	1
64399	hedgehog interacting protein	HHIP	4	144692362	313	1	0.333333333	0.593272254	0.197757418	1
10393	anaphase promoting complex subunit 10	ANAPC10	4	145046310.7	365	1	0.68	0.543981064	0.369907123	1
6059	ATP binding cassette subfamily E member 1	ABCE1	4	145113763.5	681	1	1	0.321117915	0.321117915	1
54726	OTU deubiquitinase 4	OTUD4	4	145161802.3	361	1	0.714285714	0.547622765	0.391159118	1
101927659	SMAD1 antisense RNA 2	SMAD1-AS2	4	145500014	272	0.909090909	1	0.635265961	0.57751451	1
4086	SMAD family member 1	SMAD1	4	145520737	222	1	1	0.69052115	0.69052115	1
166785	methylmalonic aciduria (cobalamin deficiency) cblA type	MMAA	4	145639711	404	0.909090909	1	0.509719314	0.463381195	1
152485	zinc finger protein 827	ZNF827	4	145848293	345	0.909090909	0.5625	0.562435004	0.287608809	1
100505545	long intergenic non-protein coding RNA 1095	LINC01095	4	146115683.5	210	0.636363636	1	0.704482357	0.448306955	1
11157	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM6	4	146182871.5	637	0.909090909	1	0.345572653	0.314156958	1
84068	solute carrier family 10 member 7	SLC10A7	4	146462577.7	375	0.909090909	0.5	0.534982409	0.243173822	1
5458	POU class 4 homeobox 2	POU4F2	4	146640681.5	219	0.818181818	1	0.693985297	0.567806152	1
83894	tetratricopeptide repeat domain 29	TTC29	4	146826261.5	428.5	0.818181818	0.916666667	0.489308325	0.366981243	1
1909	endothelin receptor type A	EDNRA	4	147512935	357	1	1	0.551288846	0.551288846	1
55751	transmembrane protein 184C	TMEM184C	4	147626454	1168	1	1	0.14251747	0.14251747	1
90826	protein arginine methyltransferase 9	PRMT9	4	147661007	3034.5	0.909090909	1	0.006334659	0.005758781	1
79658	Rho GTPase activating protein 10	ARHGAP10	4	147902538.5	280	0.545454545	1	0.626844994	0.341915451	1
4306	nuclear receptor subfamily 3 group C member 2	NR3C2	4	148260641.5	280	0.909090909	0.857142857	0.626844994	0.488450644	1
101927849	uncharacterized LOC101927849	LOC101927849	4	149216208	336	0.818181818	1	0.570942265	0.467134581	1
166614	doublecortin like kinase 2	DCLK2	4	150167864.5	894	1	0.666666667	0.225092681	0.150061787	1
10586	mab-21 like 2	MAB21L2	4	150583308.5	132	1	1	0.802371519	0.802371519	1
